label,hemi-L_div-Vis_lab-1,hemi-L_div-Vis_lab-2,hemi-L_div-Vis_lab-3,hemi-L_div-Vis_lab-4,hemi-L_div-Vis_lab-5,hemi-L_div-Vis_lab-6,hemi-L_div-Vis_lab-7,hemi-L_div-Vis_lab-8,hemi-L_div-Vis_lab-9,hemi-L_div-SomMot_lab-1,hemi-L_div-SomMot_lab-2,hemi-L_div-SomMot_lab-3,hemi-L_div-SomMot_lab-4,hemi-L_div-SomMot_lab-5,hemi-L_div-SomMot_lab-6,hemi-L_div-DorsAttn_lab-Post+1,hemi-L_div-DorsAttn_lab-Post+2,hemi-L_div-DorsAttn_lab-Post+3,hemi-L_div-DorsAttn_lab-Post+4,hemi-L_div-DorsAttn_lab-Post+5,hemi-L_div-DorsAttn_lab-Post+6,hemi-L_div-DorsAttn_lab-FEF+1,hemi-L_div-DorsAttn_lab-FEF+2,hemi-L_div-SalVentAttn_lab-ParOper+1,hemi-L_div-SalVentAttn_lab-FrOper+1,hemi-L_div-SalVentAttn_lab-FrOper+2,hemi-L_div-SalVentAttn_lab-PFCl+1,hemi-L_div-SalVentAttn_lab-Med+1,hemi-L_div-SalVentAttn_lab-Med+2,hemi-L_div-SalVentAttn_lab-Med+3,hemi-L_div-Limbic_lab-OFC+1,hemi-L_div-Limbic_lab-TempPole+1,hemi-L_div-Limbic_lab-TempPole+2,hemi-L_div-Cont_lab-Par+1,hemi-L_div-Cont_lab-PFCl+1,hemi-L_div-Cont_lab-pCun+1,hemi-L_div-Cont_lab-Cing+1,hemi-L_div-Default_lab-Temp+1,hemi-L_div-Default_lab-Temp+2,hemi-L_div-Default_lab-Temp+3,hemi-L_div-Default_lab-Temp+4,hemi-L_div-Default_lab-PFC+1,hemi-L_div-Default_lab-PFC+2,hemi-L_div-Default_lab-PFC+3,hemi-L_div-Default_lab-PFC+4,hemi-L_div-Default_lab-PFC+5,hemi-L_div-Default_lab-PFC+6,hemi-L_div-Default_lab-PFC+7,hemi-L_div-Default_lab-PCC+1,hemi-L_div-Default_lab-PCC+2,hemi-R_div-Vis_lab-1,hemi-R_div-Vis_lab-2,hemi-R_div-Vis_lab-3,hemi-R_div-Vis_lab-4,hemi-R_div-Vis_lab-5,hemi-R_div-Vis_lab-6,hemi-R_div-Vis_lab-7,hemi-R_div-Vis_lab-8,hemi-R_div-SomMot_lab-1,hemi-R_div-SomMot_lab-2,hemi-R_div-SomMot_lab-3,hemi-R_div-SomMot_lab-4,hemi-R_div-SomMot_lab-5,hemi-R_div-SomMot_lab-6,hemi-R_div-SomMot_lab-7,hemi-R_div-SomMot_lab-8,hemi-R_div-DorsAttn_lab-Post+1,hemi-R_div-DorsAttn_lab-Post+2,hemi-R_div-DorsAttn_lab-Post+3,hemi-R_div-DorsAttn_lab-Post+4,hemi-R_div-DorsAttn_lab-Post+5,hemi-R_div-DorsAttn_lab-FEF+1,hemi-R_div-DorsAttn_lab-FEF+2,hemi-R_div-SalVentAttn_lab-TempOccPar+1,hemi-R_div-SalVentAttn_lab-TempOccPar+2,hemi-R_div-SalVentAttn_lab-FrOper+1,hemi-R_div-SalVentAttn_lab-Med+1,hemi-R_div-SalVentAttn_lab-Med+2,hemi-R_div-Limbic_lab-OFC+1,hemi-R_div-Limbic_lab-TempPole+1,hemi-R_div-Cont_lab-Par+1,hemi-R_div-Cont_lab-Par+2,hemi-R_div-Cont_lab-PFCl+1,hemi-R_div-Cont_lab-PFCl+2,hemi-R_div-Cont_lab-PFCl+3,hemi-R_div-Cont_lab-PFCl+4,hemi-R_div-Cont_lab-PFCmp+1,hemi-R_div-Cont_lab-PFCmp+2,hemi-R_div-Cont_lab-PFCmp+3,hemi-R_div-Default_lab-Par+1,hemi-R_div-Default_lab-Temp+1,hemi-R_div-Default_lab-Temp+2,hemi-R_div-Default_lab-Temp+3,hemi-R_div-Default_lab-PFCv+1,hemi-R_div-Default_lab-PFCv+2,hemi-R_div-Default_lab-PFCm+1,hemi-R_div-Default_lab-PFCm+2,hemi-R_div-Default_lab-PFCm+3,hemi-R_div-Default_lab-PCC+1,hemi-R_div-Default_lab-PCC+2
hemi-L_div-Limbic_lab-TempPole+2,36.06323,56.99407,53.9781,72.579956,82.38389,64.27932,52.52184,77.64993,85.521805,37.64031,46.34276,45.303017,62.408974,84.415565,98.62255,33.59108,62.115063,85.9285,72.27149,98.05388,96.59312,65.525185,92.17076,53.59008,41.56557,58.38856,97.33885,93.87765,83.427216,104.88406,79.6846,46.400143,0.0,75.372025,80.90109,86.89819,77.82068,34.32986,26.34693,39.48359,67.109245,61.194874,72.10825,97.708855,101.800865,111.63472,86.756485,96.90601,63.58073,79.13646,90.52707,92.67956,112.12519,103.5831,84.17279,84.98681,113.496506,102.57988,116.59703,106.73653,122.68277,129.83441,127.32814,128.65114,122.85952,111.64686,119.519295,125.53282,120.92226,116.62297,115.06023,125.26113,121.962746,121.57685,128.61607,109.40576,96.66738,106.84683,99.74174,103.733,132.78587,126.91615,127.410095,130.95021,129.50153,131.12964,84.43352,103.17525,99.34266,125.65117,121.02495,116.07414,117.47062,110.886185,126.804405,106.403656,123.23401,124.30549,82.77202,86.12341
hemi-L_div-Cont_lab-Par+1,70.04587,67.69282,60.44655,68.68171,71.65588,52.498898,44.077713,48.00661,48.433117,54.468433,46.747196,57.90584,51.864777,36.919987,46.51524,62.942417,37.81607,27.399113,24.622923,37.47975,30.256378,65.28553,55.82183,34.541107,75.8055,78.04465,100.02001,82.88074,37.68637,68.79488,112.54242,99.576,75.372025,0.0,91.371376,38.220547,48.768044,86.65615,58.485943,43.150482,26.579453,95.58139,100.829796,116.10205,125.11149,104.119995,69.5984,76.764114,45.10685,38.760044,100.92162,89.42065,106.005646,89.593346,67.735664,70.2642,85.87422,64.486824,107.953125,93.87279,112.96498,109.13893,95.67648,87.65793,73.782715,63.054344,95.612724,93.61147,79.18631,68.06698,57.7461,110.53258,86.10941,102.946144,105.05666,110.89449,56.551224,77.3375,123.81029,125.5254,97.91415,84.82327,139.83105,129.08965,123.317215,108.417755,54.829178,94.56105,52.053482,95.12333,123.77138,125.47592,111.493164,124.904526,130.29907,121.30783,113.21073,102.16395,61.453064,50.319653
hemi-L_div-Cont_lab-PFCl+1,79.36802,116.928116,102.10215,131.86526,133.10791,105.15099,105.16042,123.21776,120.79045,60.229416,56.013054,48.735638,47.19371,69.62743,81.77351,97.37034,63.388054,107.520615,73.430214,107.10519,98.10711,32.617355,56.93143,74.169044,47.008995,30.863249,27.137344,46.76146,79.83339,64.561584,53.522182,67.22175,80.90109,91.371376,0.0,113.27448,73.66129,59.1133,71.48106,85.542854,98.62015,37.83577,30.127832,48.5052,42.894848,47.1123,35.780685,40.79827,95.51567,95.50984,107.983955,125.62353,135.9517,145.73558,122.135506,111.12946,140.26025,132.54652,110.66805,98.114555,108.018456,109.50064,104.45545,108.796715,111.52286,91.81447,135.4281,112.312996,118.15629,126.306335,113.255745,96.87944,89.89063,126.98342,120.339165,91.22382,87.67205,68.39784,72.08034,105.82756,126.72242,133.36798,82.12355,90.58211,78.44232,93.28906,78.848015,54.998585,114.01093,130.07457,126.68851,106.051704,120.02281,87.05874,98.04279,59.230705,64.488174,77.773705,104.494934,100.43974
hemi-L_div-Cont_lab-pCun+1,71.01246,55.535625,48.55295,53.037254,46.405975,35.30458,47.999557,32.201805,20.774366,74.567406,63.8079,81.18722,80.217354,63.707462,56.248207,66.45555,69.12203,26.045305,53.015835,26.189425,40.8496,90.028015,77.00791,62.51287,90.853676,95.908066,119.61531,94.12289,42.05557,81.33646,121.22793,107.33242,86.89819,38.220547,113.27448,0.0,48.908,102.455765,75.61798,60.07398,42.309708,109.90873,120.32811,126.30612,140.20093,119.22234,94.711136,96.951,31.5267,25.070763,84.37734,63.72936,78.94378,58.393753,39.817375,45.859108,52.85609,30.95478,91.780014,80.47157,99.532845,96.473175,85.25565,76.72272,60.6402,61.974567,66.47418,77.92933,58.649292,41.75174,43.828087,103.13982,84.1445,79.00658,86.13413,103.111755,49.8683,83.73537,126.34171,115.17487,76.77944,57.70192,142.81863,127.25777,126.59998,105.14916,50.343555,102.49188,26.77022,69.57786,104.27799,114.494865,91.781715,121.40793,124.52631,128.60785,122.46413,105.3488,38.836254,30.195478
hemi-L_div-Cont_lab-Cing+1,56.77235,72.69213,55.50737,82.54819,75.141945,49.96486,66.994385,68.38773,57.13672,58.315086,40.665375,58.651154,56.190342,47.6812,36.646053,71.428116,56.09455,52.60875,44.13777,43.436184,47.882263,57.497883,45.299824,58.241314,61.63345,59.49005,76.005356,48.00971,22.669233,43.616085,81.171455,80.42585,77.82068,48.768044,73.66129,48.908,0.0,79.173164,65.78946,63.334045,59.873867,72.79281,82.804924,81.22685,95.99728,74.11776,59.235443,56.529755,38.15499,29.829391,66.39729,67.95698,78.4267,82.509285,59.162903,49.23063,71.6129,63.52099,66.23233,51.08796,69.0898,66.579384,56.446453,54.89043,49.64882,39.55417,69.974144,56.68355,52.348145,56.263885,48.31516,66.16775,50.209488,68.091576,66.35596,66.528465,25.49829,42.533405,84.95652,86.406746,65.53452,64.300674,98.00249,84.53784,81.3513,66.67127,17.764896,55.972046,44.10857,65.27966,85.14091,82.20606,72.17225,81.50903,85.13068,83.05959,76.8164,62.86291,39.1965,31.233166
hemi-L_div-Default_lab-Temp+1,44.937344,80.787735,72.13852,97.97712,104.228134,81.56623,75.86353,99.757225,103.68996,37.963722,46.16314,38.48944,56.01403,84.73563,99.3667,57.329525,63.79304,100.39203,77.05791,108.380035,104.588776,51.903996,85.68618,62.169838,26.461288,39.46916,75.662476,79.74355,87.05894,97.112465,57.689777,33.35955,34.32986,86.65615,59.1133,102.455765,79.173164,0.0,36.613987,57.755367,83.627335,37.19913,46.727055,75.16723,75.5635,92.59704,73.65203,83.021286,77.49763,89.49607,92.95573,104.86829,120.93746,121.82313,100.85711,96.01964,127.25122,118.989136,114.296036,104.2673,117.65091,125.16501,123.841125,127.656746,125.68721,111.44951,128.34813,125.150314,125.60819,126.63096,121.90742,116.82919,116.39542,125.49539,128.54128,100.64338,98.37783,98.36308,81.49771,97.070465,135.46695,135.1079,107.5928,116.10488,112.79618,121.52118,85.52711,88.07911,110.535355,131.29492,120.71551,108.23197,117.80239,97.00422,114.14802,85.379,105.60213,112.27428,92.993904,95.42696
hemi-L_div-Default_lab-Temp+2,38.47517,58.083397,52.375515,71.443146,80.9076,59.059227,44.05686,69.854095,77.15099,23.039873,31.589968,30.336256,44.81481,65.63719,82.39773,34.613926,42.640438,71.62365,53.512527,83.7964,79.52186,51.24889,75.16326,34.619976,37.26052,50.41516,87.73855,83.43927,68.65303,89.942566,81.36513,55.192932,26.34693,58.485943,71.48106,75.61798,65.78946,36.613987,0.0,25.485996,51.895885,60.18434,67.92544,95.1103,99.254166,101.65527,71.125885,82.542755,55.78254,67.57552,92.85768,93.1263,112.58663,102.7812,80.874374,81.284065,109.17067,95.27818,113.8817,101.994354,119.19935,123.57434,118.03622,117.593315,110.587234,97.43616,115.54591,117.17523,111.156364,106.32708,101.50556,119.228355,110.14051,117.97998,122.90526,107.32055,84.47123,94.28405,101.247696,108.41538,124.92202,118.33259,125.97855,126.96254,123.11297,122.436874,73.37716,94.420166,88.57825,119.44228,122.498055,117.275795,116.33102,111.34408,125.183266,103.962204,114.43473,114.20102,76.70893,76.3956
hemi-L_div-Default_lab-Temp+3,47.68695,50.169563,47.79787,57.979324,69.30209,50.094044,26.365242,51.96839,62.052013,31.807325,36.97139,41.043377,49.34041,59.10848,75.43879,31.94935,38.964596,54.35396,44.2588,69.84385,65.60235,61.040756,74.512535,25.856758,55.4841,66.1779,100.2422,91.04876,61.641045,90.05342,99.31685,74.45857,39.48359,43.150482,85.542854,60.07398,63.334045,57.755367,25.485996,0.0,32.74903,79.199455,86.25043,110.75221,116.73008,111.34238,76.83054,88.07153,47.605663,57.459644,97.49505,89.82142,110.43529,93.33168,71.81859,76.30229,99.76823,81.79265,116.746475,104.299194,123.070656,125.182175,117.06499,113.62537,103.1811,91.693924,109.800804,114.67628,104.199234,94.981834,90.29189,123.624306,109.32701,115.91596,121.83128,114.94924,79.58696,96.05349,116.42784,118.849365,120.27327,109.30939,139.56982,136.22128,132.2863,125.77938,70.96172,102.751755,76.74961,114.132195,126.49574,125.87145,118.47686,123.1895,134.58057,118.48881,123.19109,118.665825,70.84455,68.04083
hemi-L_div-Default_lab-Temp+4,66.72825,58.011032,55.47681,57.5841,65.432915,49.639755,30.600698,40.255756,48.00862,52.272205,49.934566,58.875412,57.882465,50.298588,62.284107,51.86648,42.47559,33.079967,36.014545,49.27904,44.444534,72.063286,70.092125,32.573524,76.58759,82.710304,109.783516,94.88645,51.402515,84.256485,116.9734,97.9654,67.109245,26.579453,98.62015,42.309708,59.873867,83.627335,51.895885,32.74903,0.0,98.763504,104.85504,123.93928,132.10603,116.26663,80.60868,89.655975,45.893543,46.79491,104.02899,89.93592,108.96312,87.423225,66.89688,73.277374,89.23685,66.93502,116.61091,103.4732,122.91275,121.12217,109.35604,102.07377,88.00965,78.67694,101.66763,106.052574,90.99761,77.67994,71.219894,122.6038,101.29363,110.80688,115.717,119.73567,69.91246,92.00325,130.13637,129.64835,109.39536,94.47159,149.25409,140.39035,135.74716,122.35727,66.30642,106.63486,60.682186,104.262726,129.38605,132.54015,118.58706,132.64584,140.0,129.95953,126.193474,116.50726,66.20223,58.3274
hemi-L_div-Default_lab-PFC+1,56.605957,99.41651,85.12905,117.45351,118.01216,92.17714,96.53666,115.39082,113.45141,53.261044,51.396862,47.16557,58.80066,84.40174,92.91462,80.65098,72.46904,109.06303,82.10506,110.3054,106.910446,45.52893,75.683266,76.96384,27.532986,24.102743,48.80878,55.588585,83.87209,80.84942,29.944149,35.10467,61.194874,95.58139,37.83577,109.90873,72.79281,37.19913,60.18434,79.199455,98.763504,0.0,26.11744,42.29015,43.62536,64.404816,60.812206,64.023544,84.9716,92.045715,85.96498,107.03905,117.930504,129.83165,108.21333,97.19595,128.90932,124.84873,98.298485,88.43492,98.151184,105.43932,105.85979,112.80983,115.80551,100.623726,123.971054,110.388985,116.94787,124.58998,117.84617,93.61226,97.78632,115.52597,113.67425,78.626945,89.640114,78.91283,53.787453,81.40746,123.45938,129.7441,75.62292,86.86732,82.14915,97.261536,77.25924,60.947117,111.42844,122.845406,107.891426,88.03338,104.81529,71.014496,87.573074,52.924076,75.93142,86.7789,93.434425,95.11881
hemi-L_div-Default_lab-PFC+2,73.12727,113.873985,100.253716,130.68105,132.86919,106.199295,106.07584,126.411125,125.487724,59.224636,59.465675,49.803288,56.972233,84.67417,97.0554,92.81841,72.603035,116.46844,84.88896,118.2112,111.39884,42.77358,75.083466,79.928375,39.487286,30.048552,42.129112,59.750088,91.34035,82.54745,42.66905,52.192158,72.10825,100.829796,30.127832,120.32811,82.804924,46.727055,67.92544,86.25043,104.85504,26.11744,0.0,47.282154,39.374165,61.59237,55.384842,60.884064,98.23991,102.86755,104.68478,124.60042,135.61066,146.0407,123.51041,113.00895,144.03673,137.88658,113.461555,102.78563,112.04723,117.15551,115.51282,121.47605,124.40927,106.670425,139.43593,121.73121,128.14522,135.71815,125.91478,104.30119,104.191055,130.96341,127.01326,92.79694,98.936714,83.62147,65.90545,99.328026,135.61292,142.04758,82.04278,95.36324,86.92656,104.60868,87.96563,66.0985,122.48296,136.71638,125.22252,103.947205,121.27487,84.616585,99.43595,59.14576,76.73482,91.33986,108.1248,107.32881
hemi-L_div-Default_lab-PFC+3,84.489944,126.13889,108.81654,143.63979,139.00676,113.10566,125.65437,138.63924,131.46515,85.8392,77.45893,78.37576,82.6553,99.04408,98.55034,112.8504,97.40028,127.26839,101.64309,121.62506,119.79602,67.15343,81.90089,105.04509,62.16058,49.97402,42.020466,46.121727,94.064514,76.952866,31.90185,65.60061,97.708855,116.10205,48.5052,126.30612,81.22685,75.16723,95.1103,110.75221,123.93928,42.29015,47.282154,0.0,28.77528,44.930134,69.564644,62.605194,104.16811,105.90808,89.60599,117.554054,121.486786,144.16205,124.00109,108.194824,136.78287,137.80142,88.10492,80.31843,82.98569,89.25447,92.70373,103.475624,112.72156,99.09983,125.46482,100.8287,114.67627,129.39362,121.662865,73.689804,85.675,111.10768,103.26422,62.677074,91.82266,69.9468,35.849037,75.15261,116.02615,129.95462,41.90114,56.991673,50.704147,75.66147,82.2966,42.628414,120.946266,119.74935,100.568054,73.36943,97.739174,50.13936,62.42439,23.85115,48.64883,65.34078,104.29099,105.28327
hemi-L_div-Default_lab-PFC+4,95.324684,138.11517,122.04199,155.6617,153.70905,127.10567,134.45805,150.7646,145.84561,89.76652,85.20542,80.58938,84.52127,105.400635,110.08322,120.938194,100.86006,138.6312,108.85235,135.19203,130.40111,68.150055,88.76586,109.63814,66.11338,52.719265,38.42668,58.558727,107.05249,87.56427,38.92047,70.57364,101.800865,125.11149,42.894848,140.20093,95.99728,75.5635,99.254166,116.73008,132.10603,43.62536,39.374165,28.77528,0.0,49.11265,70.7721,67.08944,118.26105,120.38403,109.14625,136.02798,141.64185,161.53938,140.45744,125.965225,155.53922,154.29504,109.48078,101.3085,104.46477,109.88878,111.79329,121.419266,129.7464,113.63591,145.63553,120.59169,133.3221,146.71556,137.05309,93.90453,102.01653,132.19249,124.24973,83.89805,107.98663,84.00525,50.820286,94.105576,136.1009,148.94998,55.478073,75.26095,66.06892,93.60301,98.47553,57.742027,137.01965,140.07704,121.67498,94.18761,119.188644,69.921364,82.37369,37.684982,59.089317,80.7275,121.65601,121.60731
hemi-L_div-Default_lab-PFC+5,100.10194,135.15367,117.45566,148.8946,144.51286,117.1469,126.44929,136.76382,128.50726,89.42024,78.112274,79.60483,72.98381,78.7569,77.11687,122.3437,86.55703,115.91961,87.33876,107.31993,100.91423,60.156155,56.979553,98.39517,76.25759,58.767654,31.642553,34.843273,80.992546,49.292843,65.31526,92.68172,111.63472,104.119995,47.1123,119.22234,74.11776,92.59704,101.65527,111.34238,116.26663,64.404816,61.59237,44.930134,49.11265,0.0,48.385666,35.979908,105.99369,99.79835,107.972404,128.4148,132.57347,150.45325,128.46933,113.57774,137.94693,134.53636,96.83583,85.00338,89.857285,87.14774,81.68801,87.89777,96.105804,78.198746,127.85146,93.4414,104.71,119.31461,104.74606,73.1658,66.21364,115.14204,102.38125,76.78012,79.72135,49.109245,68.531815,102.71345,109.185524,122.18737,62.52724,64.64871,48.22074,64.4973,75.42873,34.75841,112.51753,117.36352,117.14771,94.269325,108.76521,74.94213,77.79891,47.347794,34.393055,47.698406,106.39038,100.786804
hemi-L_div-Default_lab-PFC+6,83.377754,111.96216,97.30595,123.00467,123.88925,96.05664,94.30836,108.53763,105.15009,58.722588,49.86756,47.833637,33.612595,42.084362,55.917934,95.42605,45.7345,85.74235,50.464066,83.78716,71.26253,27.074528,28.95923,59.65871,58.631634,44.022984,38.167603,42.828423,59.178886,41.636597,77.283005,85.86209,86.756485,69.5984,35.780685,94.711136,59.235443,73.65203,71.125885,76.83054,80.60868,60.812206,55.384842,69.564644,70.7721,48.385666,0.0,22.512989,85.06724,78.84371,111.15158,121.40911,132.25436,136.86722,112.5439,103.181694,128.15143,116.655235,108.999794,94.00543,106.69788,102.97409,91.82928,91.40653,90.67084,68.887764,125.51004,99.84778,101.21659,106.943726,89.76575,93.72143,73.38106,119.907196,111.923805,95.70763,69.76809,52.71385,91.1979,117.42753,113.09561,116.54776,98.09099,96.62833,82.54977,85.77499,64.888374,54.61546,95.3076,118.02612,129.28044,113.90229,118.77746,99.59947,105.71724,77.087524,65.35215,69.57366,94.310745,85.38696
hemi-L_div-Default_lab-PFC+7,88.28921,117.81701,101.43873,129.18333,127.10368,99.33615,103.370674,114.16725,107.73271,69.83021,57.79783,59.86478,47.432194,49.010246,53.199326,104.26968,58.84982,90.248405,58.83686,83.91652,73.858635,38.968834,28.816267,72.00423,65.831245,49.48647,34.002705,31.593111,58.495697,30.95065,75.14138,90.34039,96.90601,76.764114,40.79827,96.951,56.529755,83.021286,82.542755,88.07153,89.655975,64.023544,60.884064,62.605194,67.08944,35.979908,22.512989,0.0,87.71224,79.430855,106.60987,119.33546,127.37067,136.70659,113.102104,101.37301,125.07325,116.354324,99.21432,84.425705,95.16604,90.17995,79.17863,80.10631,82.345634,61.105404,119.57645,88.96885,93.36213,102.72365,85.39343,80.129814,60.22708,111.60749,101.135445,85.16083,63.78004,40.104996,84.19662,110.915085,103.13388,109.97298,86.45201,82.52704,67.4288,70.59405,60.23952,41.37999,93.53497,109.99919,121.05318,104.31199,110.07455,89.71994,93.26052,67.78869,50.45157,53.73184,92.49001,83.58572
hemi-L_div-Default_lab-PCC+1,42.308754,39.59739,26.128521,48.59529,42.005947,19.99144,40.893787,39.622406,31.589619,55.936607,44.8416,63.4818,68.90085,64.730225,61.194534,46.943142,62.32452,42.675644,52.374825,45.526447,55.91695,75.14108,73.46057,55.006413,66.26924,74.35403,103.58385,80.08418,42.22128,77.96906,95.292564,78.774086,63.58073,45.10685,95.51567,31.5267,38.15499,77.49763,55.78254,47.605663,45.893543,84.9716,98.23991,104.16811,118.26105,105.99369,85.06724,87.71224,0.0,25.167547,61.893303,49.293644,67.64794,56.270466,32.501625,33.99661,56.542915,44.109066,78.069405,67.01113,86.26327,88.467445,82.26891,79.50105,69.33394,67.047295,64.82578,76.15275,64.494965,56.679672,59.999,91.7389,82.21018,71.91382,80.61694,84.427574,49.393803,77.423355,101.648766,90.790085,78.67717,67.29085,122.36593,111.188805,112.22882,97.434326,41.22676,87.86226,40.413013,70.059586,87.59287,93.983444,77.6701,99.18472,106.37552,107.139885,109.84954,96.92812,27.39446,28.865522
hemi-L_div-Default_lab-PCC+2,59.465405,57.800888,44.74804,62.370213,54.233887,34.43142,52.393074,45.629223,32.958115,63.973766,49.797707,68.6784,67.755516,54.168312,44.694687,64.04077,60.718945,34.55432,45.247524,28.11246,39.927525,74.602,62.207172,57.2528,75.40736,78.508,100.65011,74.14226,27.692492,64.56986,102.06095,92.43095,79.13646,38.760044,95.50984,25.070763,29.829391,89.49607,67.57552,57.459644,46.79491,92.045715,102.86755,105.90808,120.38403,99.79835,78.84371,79.430855,25.167547,0.0,71.053246,58.9454,72.89825,63.90581,41.22041,39.420986,55.545204,40.840942,76.556404,63.770832,83.05649,80.64948,70.11323,64.24958,51.785122,49.319275,62.28173,64.88804,50.8027,43.01803,40.92534,85.10528,67.93996,69.0203,73.47415,84.5099,34.36386,65.49831,106.48624,98.884514,67.63993,55.702538,122.260704,107.45344,106.42571,87.236626,31.447979,82.17067,27.415838,62.497852,91.43122,97.17796,78.54912,101.87784,105.39266,107.95437,102.63248,86.503555,29.574127,20.421783
hemi-R_div-Vis_lab-1,59.49345,75.31049,60.703945,90.07175,75.10043,64.061455,94.99775,92.86295,80.73612,92.03204,79.90203,96.237015,105.789024,108.71045,96.77326,84.66264,108.30143,98.7959,101.67991,92.327156,105.70743,101.89483,104.613174,105.08331,81.72167,87.819115,110.39813,85.19324,80.910034,98.38507,79.74891,75.71794,90.52707,100.92162,107.983955,84.37734,66.39729,92.95573,92.85768,97.49505,104.02899,85.96498,104.68478,89.60599,109.14625,107.972404,111.15158,106.60987,61.893303,71.053246,0.0,38.49424,38.72587,68.11273,58.70858,43.812786,65.190544,78.300705,42.981083,43.05809,51.432804,65.43864,75.206085,83.582,86.3202,90.808876,54.82224,68.5526,73.775406,81.79502,92.54813,67.82746,86.67837,47.165012,59.088676,48.111565,71.88916,87.40417,71.20633,39.049686,71.587845,76.96993,91.44158,81.2253,92.828026,84.22776,62.566383,83.70286,76.7155,61.859505,36.859825,44.551888,35.934177,59.68213,67.44616,86.81358,102.925064,91.461426,48.67653,62.75809
hemi-R_div-Vis_lab-2,64.240776,56.106346,46.983593,64.56478,45.413013,46.38484,79.13232,68.35974,55.834297,94.87366,83.698425,102.16855,110.36846,106.956894,94.76212,76.56631,107.14768,81.60385,97.073364,77.56893,94.69877,111.99084,109.80853,100.38259,94.958786,103.69736,130.36504,102.733894,77.28524,106.56752,107.26558,94.0891,92.67956,89.42065,125.62353,63.72936,67.95698,104.86829,93.1263,89.82142,89.93592,107.03905,124.60042,117.554054,136.02798,128.4148,121.40911,119.33546,49.293644,58.9454,38.49424,0.0,29.572649,34.86456,31.597311,29.152124,38.207394,50.57286,61.167404,59.166,72.578316,80.726944,84.236046,86.28947,81.63279,90.39591,41.00113,73.473915,67.0361,64.35934,81.15795,88.629425,95.6794,48.243984,66.69474,76.326324,71.0286,98.95909,103.482086,72.12955,70.04054,62.658802,123.50256,109.50436,118.68818,101.90763,64.602646,104.628914,59.20377,54.89716,56.940014,76.4357,52.058914,92.90206,97.85068,116.32352,125.28497,109.357254,35.774174,50.825825
hemi-R_div-Vis_lab-3,82.01792,78.5069,68.245804,86.15427,65.84442,66.47688,100.74372,87.98351,72.81857,112.71766,99.90106,118.64177,125.57104,120.210335,103.695465,98.03522,123.87295,97.36708,112.508835,88.76559,107.062065,125.33633,119.72779,118.8849,109.60729,115.95732,137.77092,108.15552,88.44352,112.45889,113.829796,107.15273,112.12519,106.005646,135.9517,78.94378,78.4267,120.93746,112.58663,110.43529,108.96312,117.930504,135.61066,121.486786,141.64185,132.57347,132.25436,127.37067,67.64794,72.89825,38.72587,29.572649,0.0,46.739727,49.709576,42.000626,39.948597,61.9663,51.539124,54.440765,62.485092,71.36406,78.74862,82.760605,81.65532,94.56963,32.086308,67.02642,64.90906,67.60802,86.330734,81.69933,94.684555,35.33819,55.54769,71.18463,76.91051,102.30669,104.55762,67.60995,61.0755,59.15438,120.29374,103.423515,115.41165,96.8134,72.86069,107.267265,68.491295,45.767586,42.1751,67.9064,39.129257,89.059975,90.22704,117.85121,125.7505,107.84869,48.15105,62.00462
hemi-R_div-Vis_lab-4,80.74339,53.852547,53.280277,52.353745,32.200214,48.664635,76.12563,56.84535,46.600834,106.42347,97.24984,115.43173,122.204346,114.2375,103.022606,81.087135,114.71275,77.029205,102.77987,76.31168,94.99656,127.701584,122.41819,105.513626,113.66284,123.63134,151.92526,124.165726,86.204605,121.70723,133.70506,115.74368,103.5831,89.593346,145.73558,58.393753,82.509285,121.82313,102.7812,93.33168,87.423225,129.83165,146.0407,144.16205,161.53938,150.45325,136.86722,136.70659,56.270466,63.90581,68.11273,34.86456,46.739727,0.0,29.894371,42.941925,32.575058,38.3331,86.58141,83.9849,98.25795,102.6935,102.1341,99.48279,89.496,100.560585,49.717937,89.74068,75.46377,62.813896,82.88611,112.966484,112.406456,66.8298,85.76107,104.814995,83.26578,116.96531,132.52788,102.02484,82.18622,64.67959,152.34161,136.85136,144.47112,123.743744,80.19537,128.00897,58.58554,65.821815,83.30207,106.10305,77.667404,122.706276,126.46701,143.86823,148.72386,130.86958,48.0818,58.204784
hemi-R_div-Vis_lab-5,60.669437,40.81291,33.930336,44.266747,25.89147,27.418139,57.599934,42.881348,30.701355,83.1834,72.99538,91.61487,97.764755,90.70064,81.32228,63.10795,90.72332,57.887165,79.09984,57.564075,74.535034,103.35859,98.787865,82.32609,91.23468,100.37237,128.78447,101.97324,63.38322,99.51192,114.28749,97.12549,84.17279,67.735664,122.135506,39.817375,59.162903,100.85711,80.874374,71.81859,66.89688,108.21333,123.51041,124.00109,140.45744,128.46933,112.5439,113.102104,32.501625,41.22041,58.70858,31.597311,49.709576,29.894371,0.0,26.502321,35.09541,30.455673,76.84317,70.28985,87.578384,91.0921,88.026436,85.269196,74.82065,81.36674,48.866158,77.6895,63.594643,52.367146,67.063896,98.871414,94.64134,62.19087,77.359436,90.9945,63.024803,96.027176,115.694466,92.604515,74.32405,58.599792,135.97322,121.71284,126.818794,107.82373,58.051414,107.18959,42.203526,60.536255,79.92089,96.07385,71.51968,108.41227,113.48009,124.825645,128.63817,112.19481,27.597755,36.984146
